  9.25984252    0.1931345094E-08   -0.1020899688E-08    0.1004062444E-07    0.1842736128E-07
  9.35433071    0.1867398223E-08   -0.1080376109E-08    0.9888194454E-08    0.1821716560E-07
  9.44881890    0.1806403547E-08   -0.1136495256E-08    0.9740076555E-08    0.1801188244E-07
  9.54330709    0.1748185173E-08   -0.1189464292E-08    0.9596094953E-08    0.1781133570E-07
  9.63779528    0.1692580099E-08   -0.1239474761E-08    0.9456082229E-08    0.1761535430E-07
  9.73228346    0.1639437339E-08   -0.1286703258E-08    0.9319879666E-08    0.1742377563E-07
  9.82677165    0.1588616870E-08   -0.1331313023E-08    0.9187337293E-08    0.1723644673E-07
  9.92125984    0.1539988562E-08   -0.1373455575E-08    0.9058313267E-08    0.1705322322E-07
 10.01574803    0.1493431261E-08   -0.1413271937E-08    0.8932673165E-08    0.1687396814E-07
 10.11023622    0.1448832011E-08   -0.1450893604E-08    0.8810289380E-08    0.1669855117E-07
 10.20472441    0.1406085367E-08   -0.1486443340E-08    0.8691040613E-08    0.1652684799E-07
 10.29921260    0.1365092799E-08   -0.1520035882E-08    0.8574811440E-08    0.1635873985E-07
 10.39370079    0.1325762146E-08   -0.1551778559E-08    0.8461491928E-08    0.1619411318E-07
 10.48818898    0.1288007134E-08   -0.1581771849E-08    0.8350977300E-08    0.1603285929E-07
 10.58267717    0.1251746925E-08   -0.1610109894E-08    0.8243167622E-08    0.1587487403E-07
 10.67716535    0.1216905725E-08   -0.1636880958E-08    0.8137967532E-08    0.1572005754E-07
 10.77165354    0.1183412412E-08   -0.1662167872E-08    0.8035285968E-08    0.1556831383E-07
 10.86614173    0.1151200198E-08   -0.1686048450E-08    0.7935035888E-08    0.1541955020E-07
 10.96062992    0.1120206336E-08   -0.1708595784E-08    0.7837133970E-08    0.1527367675E-07
 11.05511811    0.1090371873E-08   -0.1729878388E-08    0.7741500550E-08    0.1513060704E-07
 11.14960630    0.1061641391E-08   -0.1749960562E-08    0.7648059592E-08    0.1499025857E-07
 11.24409449    0.1033962724E-08   -0.1768902785E-08    0.7556738483E-08    0.1485255247E-07
 11.33858268    0.1007286722E-08   -0.1786762037E-08    0.7467467811E-08    0.1471741316E-07
 11.43307087    0.9815670306E-09   -0.1803592057E-08    0.7380181153E-08    0.1458476807E-07
 11.52755906    0.9567599004E-09   -0.1819443562E-08    0.7294814907E-08    0.1445454749E-07
 11.62204724    0.9328240125E-09   -0.1834364445E-08    0.7211308126E-08    0.1432668434E-07
 11.71653543    0.9097203177E-09   -0.1848399964E-08    0.7129602376E-08    0.1420111407E-07
 11.81102362    0.8874118896E-09   -0.1861592904E-08    0.7049641605E-08    0.1407777454E-07
 11.90551181    0.8658637881E-09   -0.1873983732E-08    0.6971372019E-08    0.1395660585E-07
 12.00000000    0.8450429338E-09   -0.1885610745E-08    0.6894741970E-08    0.1383755029E-07
